date,equal_weight,epo,ppp,icc_mvo_ex_post,proposed_historical,proposed_ex_post,proposed_historical_epo_n,proposed_historical_ppp_n,proposed_ex_post_msr_icc_n,proposed_ex_post_icc_n,proposed_ex_post_msr
2023-04-30,2.29187413735104,1.5158246035444314,1.9093060244202333,3.175221229749973,1.5805295802676096,10.366465599726615,2.496147569341266,2.5275733016088857,2.8769515976032545,4.727358476289626,2.731502716311976
2023-05-31,2.2095408879300322,1.462776264692612,1.8364933869132731,3.036780316783545,1.6749132322365443,10.936792809115932,2.4224959361183234,2.4508802867335358,2.7933870994581103,4.7090623694335285,2.661839847556382
2023-06-30,2.387939947612796,1.5629561583526586,1.9854647357286523,3.157607053769551,1.8694277048088803,12.59338489201788,2.6262304023584573,2.65338516919002,3.007341548531849,5.147319604367503,2.876733882687674
2023-07-31,2.4754316419449665,1.5844610404254897,2.0060545151498586,3.2118550023101085,1.9312824284082837,14.08092398438388,2.6997771343173773,2.7283339263092254,3.079605816502416,5.350257770309424,2.9351013214643076
2023-08-31,2.3983124996382545,1.555654329160242,1.9567137134706447,3.178222388703645,1.8485743121809128,12.45598018080854,2.6323633014381156,2.662522613932862,3.051669998496775,5.29762150315099,2.9637895327191934
2023-09-30,2.281505387914881,1.4839677266334106,1.829323147982611,3.0611505112139272,1.7832619492134478,11.844616213649982,2.5029854535318883,2.540436593712369,2.9410434956598963,5.021798924040933,2.8663760317845544
2023-10-31,2.188109976398635,1.4405828870240618,1.7410321422205695,3.020327710824463,1.6762267691860055,11.412938621965292,2.40279542802109,2.441064371202588,2.92066282159425,4.8297866985649955,2.8498673938350985
2023-11-30,2.3945276781047427,1.5738743204127617,1.946719250122891,3.311576946087525,1.987438136103934,14.331253210782444,2.62430985785679,2.6679036085189414,3.1869125981653363,5.535914369065686,3.106519682251009
2023-12-31,2.567071897206009,1.645185224632633,2.097665641533383,3.4855725734019853,1.9715691030413076,13.82474406557718,2.811393884191434,2.8522870978852612,3.3366390127923404,5.8678782987118,3.2363656268556626
2024-01-31,2.5468965789978837,1.6689591295258654,2.131179126293824,3.668038928320472,1.9226432395260296,13.715174430382561,2.7970549728799927,2.8351713453289715,3.3846905601556103,5.944228815539759,3.2804015749471076
2024-02-29,2.6516755327031634,1.7721583949993551,2.2847343159248674,3.889999338312851,1.9520269378513757,14.694818068472818,2.9356283203947418,2.9679471359880094,3.491248285160672,6.374136321856641,3.3791866799079826
2024-03-31,2.7748396559441386,1.8352826954336097,2.363695573848096,4.084603265697689,2.212846432297252,16.321764483478148,3.0502860228126827,3.0849054225285037,3.6496751136637555,6.7309854026394085,3.540242775022665
2024-04-30,2.6412034134840394,1.7336655411001878,2.1857461871776205,3.932390431321659,2.2589467726461745,16.356714913185836,2.883888366832707,2.945272798109395,3.4956334436724483,6.539596485804054,3.3942663986539845
2024-05-31,2.7126888831470786,1.7816109793969437,2.2341959663473387,4.131654010967572,2.2852319078873213,17.69478850081831,2.965249160550468,3.083913132163553,3.64198601467654,6.847446028564942,3.546863785470542
2024-06-30,2.696643311441055,1.7601073472615683,2.234028135970587,4.150390145458558,2.2847918161614253,17.708786990037684,2.959086394649844,3.04008505456208,3.683012638159228,7.050078550240006,3.5911450283804602
2024-07-31,2.826837237788355,1.798170318658684,2.3228461331590493,4.1865869729633145,2.2569653968957892,17.505879358813665,3.08190512031998,3.1682258211280163,3.8687275884587766,7.15345962054003,3.7635263805689627
2024-08-31,2.897367150790101,1.8654133589182536,2.343264014959438,4.340565229258088,2.1456989112907188,16.642854309178187,3.155502428856499,3.2468092044130175,4.02800408394524,7.434657563531814,3.91213876827548
2024-09-30,2.9591022956426913,1.9072398568380409,2.42708381825671,4.4154082774577414,2.195288740704287,17.027491828358617,3.222142896664379,3.3183544992319223,4.105110635681229,7.644483943006575,3.9864978080624662
2024-10-31,2.898433214374807,1.8926187014884368,2.388729760150577,4.267513279883294,2.0507740212646315,17.163784195909965,3.125511687898761,3.183781012162792,4.0527833023338475,7.31831875106649,3.9349897299735814
2024-11-30,3.0781144726138745,2.0636135729325242,2.5850971265949365,4.482656017402301,2.060822190554547,22.528142388859063,3.3062717365987435,3.3685195148575326,4.329631529962378,7.748977128733376,4.203817604585718
2024-12-31,2.868511752074087,1.9162558813073396,2.389270292652446,4.22795737439163,1.922229785373181,23.762231365140103,3.0924158151009826,3.1706549997863225,4.045530003122574,7.4480778260178555,3.9282509633560605
2025-01-31,2.9729171575826214,2.0202312287047985,2.5427894414315575,4.350489621605231,1.8297352953230157,25.84729471558872,3.1857735535652725,3.276613256272442,4.241296291152326,7.860114590208842,4.120415566250133
2025-02-28,2.943359223190716,2.0024288448039527,2.4706126802587614,4.4290187612375895,1.7800148987486322,29.909778120084326,3.1215397405025844,3.2432406435388677,4.209526372396034,7.862580269144687,4.081223289377217
2025-03-31,2.844071148625591,1.9266667639755435,2.312835200050792,4.332510836155352,1.7785814393914037,25.592665619584157,3.0012194090993436,3.102597370761234,4.077406721469088,7.454874907420333,3.948106658504695
2025-04-30,2.767370443442167,1.899550823836813,2.271839974183527,4.240357694404592,1.8739715707905513,26.00230643314885,2.939558491707781,3.0455237876823853,4.086461213153188,7.433928647921729,3.9600024451787066
2025-05-31,2.892197923920661,1.9846400699818192,2.3750116861842843,4.38658972711613,1.9485519723179614,24.48615150298991,3.0726519576344606,3.1906481160926274,4.340343519725932,7.923813982330429,4.213554123207486
2025-06-30,2.994383401152596,2.034633134250837,2.4556070087096464,4.446031140024045,1.9598121070039707,24.172451017688168,3.1995393907841585,3.3215585074994207,4.467589291824671,8.445977163548696,4.345760028943536
2025-07-31,3.021684124759504,2.0581634416842576,2.4795303555746617,4.463581172312137,1.784428028886172,24.69736388288487,3.2397831193088655,3.370052954947527,4.486676488571699,8.60767672818023,4.364564925708795
2025-08-31,3.1193548861634897,2.0821927676806347,2.6027449909050935,4.662972725878646,1.9233707106007096,25.720631370685776,3.324608509924601,3.461243627161387,4.599903874182185,9.00464647691307,4.471617645523315
2025-09-30,3.139233086156447,2.1435468040538774,2.612934771211931,4.788107799093787,2.1219518804012294,28.865043578930585,3.3314116765060007,3.4736569916472786,4.6788387048280855,9.515453227018401,4.580798489306154
2025-10-31,3.1099497915990324,2.143176497950296,2.5557913144266267,4.8677382598432555,2.149260481781251,31.58819309104775,3.306463547518533,3.432896728218737,4.584731716286473,10.029497846648537,4.507584020778938
2025-11-30,3.174088145170813,2.182329830533396,2.6308883091967576,5.175687025486786,2.079316366415278,33.05393806151524,3.3638465019366723,3.4901942961472567,4.667529943249945,10.242713108509697,4.567928488794032
2025-12-31,3.1976413277387445,2.1807792219919104,2.681273805795038,5.191684977024529,2.247373125605629,35.76624002663812,3.395952257686664,3.520193635690833,4.691214422702745,10.526842411817679,4.606353262697005
